Case Study,Scenario,Unit Process Name,Variable,Unit,Value
Carlsbad,Baseline,lime_softening,Consumer_Price_Index,,1
Carlsbad,Baseline,lime_softening,Grid_Electricity,kWh,0.01
Carlsbad,Baseline,lime_softening,Inlet Water,m3/hr,8639
Carlsbad,Baseline,lime_softening,Outlet Water,m3/hr,8639
Carlsbad,Baseline,co2_addition,Fixed Capital Investment (FCI),$MM,7.767103773
Carlsbad,Baseline,co2_addition,Land_Cost,$MM,0.011650656
Carlsbad,Baseline,co2_addition,Working Capital,$MM,0.388355189
Carlsbad,Baseline,co2_addition,Total Capital Investment (TCI),$MM,8.167109618
Carlsbad,Baseline,co2_addition,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,co2_addition,Electricity,$MM/yr,0.101405356
Carlsbad,Baseline,co2_addition,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,co2_addition,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,co2_addition,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,co2_addition,Total Variable Operating Costs,$MM/yr,0.101405356
Carlsbad,Baseline,co2_addition,Employee Salaries,$MM/yr,0.007763773
Carlsbad,Baseline,co2_addition,Benefits,$MM/yr,0.006987396
Carlsbad,Baseline,co2_addition,Maintenance,$MM/yr,0.06213683
Carlsbad,Baseline,co2_addition,Laboratory,$MM/yr,0.020712277
Carlsbad,Baseline,co2_addition,Insurance and Taxes,$MM/yr,0.014498594
Carlsbad,Baseline,co2_addition,Total Fixed Operating Costs,$MM/yr,0.11209887
Carlsbad,Baseline,co2_addition,Capacity_Basis_for_Fixed_Capital_Cost,,2271.246833
Carlsbad,Baseline,co2_addition,Base_Fixed_Capital_Cost,$MM,3
Carlsbad,Baseline,co2_addition,Capital_Scaling_Exponent,,0.7
Carlsbad,Baseline,co2_addition,Base_Employee_Salary_Cost,$MM/yr,0.003
Carlsbad,Baseline,co2_addition,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,co2_addition,Basis_Year,,2019
Carlsbad,Baseline,co2_addition,Capital_and_Replacement_Parts,,1.016263894
Carlsbad,Baseline,co2_addition,Catalysts_and_Chemicals,,1.022155143
Carlsbad,Baseline,co2_addition,Labor_and_Other_Fixed_Costs,,1.015828148
Carlsbad,Baseline,co2_addition,Consumer_Price_Index,,1.020866356
Carlsbad,Baseline,co2_addition,Grid_Electricity,kWh,0.01
Carlsbad,Baseline,co2_addition,Inlet Water,m3/hr,8639
Carlsbad,Baseline,co2_addition,Outlet Water,m3/hr,8639
Carlsbad,Baseline,chlorination_twb,Fixed Capital Investment (FCI),$MM,3.530539282
Carlsbad,Baseline,chlorination_twb,Land_Cost,$MM,0.005295809
Carlsbad,Baseline,chlorination_twb,Working Capital,$MM,0.176526964
Carlsbad,Baseline,chlorination_twb,Total Capital Investment (TCI),$MM,3.712362055
Carlsbad,Baseline,chlorination_twb,Catalysts and Chemicals,$MM/yr,0.257297171
Carlsbad,Baseline,chlorination_twb,Electricity,$MM/yr,5.77E-05
Carlsbad,Baseline,chlorination_twb,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,chlorination_twb,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,chlorination_twb,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,chlorination_twb,Total Variable Operating Costs,$MM/yr,0.257354859
Carlsbad,Baseline,chlorination_twb,Employee Salaries,$MM/yr,0.00365016
Carlsbad,Baseline,chlorination_twb,Benefits,$MM/yr,0.003285144
Carlsbad,Baseline,chlorination_twb,Maintenance,$MM/yr,0.028244314
Carlsbad,Baseline,chlorination_twb,Laboratory,$MM/yr,0.009414771
Carlsbad,Baseline,chlorination_twb,Insurance and Taxes,$MM/yr,0.00659034
Carlsbad,Baseline,chlorination_twb,Total Fixed Operating Costs,$MM/yr,0.051184729
Carlsbad,Baseline,chlorination_twb,Capacity_Basis_for_Fixed_Capital_Cost,,10000
Carlsbad,Baseline,chlorination_twb,Base_Fixed_Capital_Cost,$MM,3.216119827
Carlsbad,Baseline,chlorination_twb,Capital_Scaling_Exponent,,0.5521
Carlsbad,Baseline,chlorination_twb,Base_Employee_Salary_Cost,$MM/yr,0.00321612
Carlsbad,Baseline,chlorination_twb,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,chlorination_twb,Basis_Year,,2007
Carlsbad,Baseline,chlorination_twb,Capital_and_Replacement_Parts,,1.190128031
Carlsbad,Baseline,chlorination_twb,Catalysts_and_Chemicals,,1.44979311
Carlsbad,Baseline,chlorination_twb,Labor_and_Other_Fixed_Costs,,1.257370474
Carlsbad,Baseline,chlorination_twb,Consumer_Price_Index,,1.258749457
Carlsbad,Baseline,chlorination_twb,Grid_Electricity,kWh,0
Carlsbad,Baseline,chlorination_twb,Inlet Water,m3/hr,8639
Carlsbad,Baseline,chlorination_twb,Outlet Water,m3/hr,8639
Carlsbad,Baseline,ammonia_addition,Fixed Capital Investment (FCI),$MM,0.810622014
Carlsbad,Baseline,ammonia_addition,Land_Cost,$MM,0.001215933
Carlsbad,Baseline,ammonia_addition,Working Capital,$MM,0.040531101
Carlsbad,Baseline,ammonia_addition,Total Capital Investment (TCI),$MM,0.852369048
Carlsbad,Baseline,ammonia_addition,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,ammonia_addition,Electricity,$MM/yr,1.15E-05
Carlsbad,Baseline,ammonia_addition,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,ammonia_addition,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,ammonia_addition,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,ammonia_addition,Total Variable Operating Costs,$MM/yr,1.15E-05
Carlsbad,Baseline,ammonia_addition,Employee Salaries,$MM/yr,0.000822272
Carlsbad,Baseline,ammonia_addition,Benefits,$MM/yr,0.000740044
Carlsbad,Baseline,ammonia_addition,Maintenance,$MM/yr,0.006484976
Carlsbad,Baseline,ammonia_addition,Laboratory,$MM/yr,0.002161659
Carlsbad,Baseline,ammonia_addition,Insurance and Taxes,$MM/yr,0.001513161
Carlsbad,Baseline,ammonia_addition,Total Fixed Operating Costs,$MM/yr,0.011722112
Carlsbad,Baseline,ammonia_addition,Capacity_Basis_for_Fixed_Capital_Cost,,10000
Carlsbad,Baseline,ammonia_addition,Base_Fixed_Capital_Cost,$MM,0.724495372
Carlsbad,Baseline,ammonia_addition,Capital_Scaling_Exponent,,0.4219
Carlsbad,Baseline,ammonia_addition,Base_Employee_Salary_Cost,$MM/yr,0.000724495
Carlsbad,Baseline,ammonia_addition,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,ammonia_addition,Basis_Year,,2007
Carlsbad,Baseline,ammonia_addition,Capital_and_Replacement_Parts,,1.190128031
Carlsbad,Baseline,ammonia_addition,Catalysts_and_Chemicals,,1.44979311
Carlsbad,Baseline,ammonia_addition,Labor_and_Other_Fixed_Costs,,1.257370474
Carlsbad,Baseline,ammonia_addition,Consumer_Price_Index,,1.258749457
Carlsbad,Baseline,ammonia_addition,Grid_Electricity,kWh,0
Carlsbad,Baseline,ammonia_addition,Inlet Water,m3/hr,8639
Carlsbad,Baseline,ammonia_addition,Outlet Water,m3/hr,8639
Carlsbad,Baseline,treated_storage_24_hr,Fixed Capital Investment (FCI),$MM,36.56378852
Carlsbad,Baseline,treated_storage_24_hr,Land_Cost,$MM,0.054845683
Carlsbad,Baseline,treated_storage_24_hr,Working Capital,$MM,1.828189426
Carlsbad,Baseline,treated_storage_24_hr,Total Capital Investment (TCI),$MM,38.44682363
Carlsbad,Baseline,treated_storage_24_hr,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Electricity,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Total Variable Operating Costs,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Employee Salaries,$MM/yr,0.030941175
Carlsbad,Baseline,treated_storage_24_hr,Benefits,$MM/yr,0.027847057
Carlsbad,Baseline,treated_storage_24_hr,Maintenance,$MM/yr,0.292510308
Carlsbad,Baseline,treated_storage_24_hr,Laboratory,$MM/yr,0.097503436
Carlsbad,Baseline,treated_storage_24_hr,Insurance and Taxes,$MM/yr,0.068252405
Carlsbad,Baseline,treated_storage_24_hr,Total Fixed Operating Costs,$MM/yr,0.517054382
Carlsbad,Baseline,treated_storage_24_hr,Capacity_Basis_for_Fixed_Capital_Cost,,1577.255207
Carlsbad,Baseline,treated_storage_24_hr,Base_Fixed_Capital_Cost,$MM,6.8784383
Carlsbad,Baseline,treated_storage_24_hr,Capital_Scaling_Exponent,,0.7132
Carlsbad,Baseline,treated_storage_24_hr,Base_Employee_Salary_Cost,$MM/yr,0.006878438
Carlsbad,Baseline,treated_storage_24_hr,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,treated_storage_24_hr,Basis_Year,,2002
Carlsbad,Baseline,treated_storage_24_hr,Capital_and_Replacement_Parts,,1.580619989
Carlsbad,Baseline,treated_storage_24_hr,Catalysts_and_Chemicals,,1.873763123
Carlsbad,Baseline,treated_storage_24_hr,Labor_and_Other_Fixed_Costs,,1.367923916
Carlsbad,Baseline,treated_storage_24_hr,Consumer_Price_Index,,1.450759477
Carlsbad,Baseline,treated_storage_24_hr,Grid_Electricity,kWh,0
Carlsbad,Baseline,treated_storage_24_hr,Inlet Water,m3/hr,8639
Carlsbad,Baseline,treated_storage_24_hr,Outlet Water,m3/hr,8639
Carlsbad,Baseline,municipal_drinking,Fixed Capital Investment (FCI),$MM,4.383651369
Carlsbad,Baseline,municipal_drinking,Land_Cost,$MM,0.006575477
Carlsbad,Baseline,municipal_drinking,Working Capital,$MM,0.219182568
Carlsbad,Baseline,municipal_drinking,Total Capital Investment (TCI),$MM,4.609409414
Carlsbad,Baseline,municipal_drinking,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,municipal_drinking,Electricity,$MM/yr,3.115131867
Carlsbad,Baseline,municipal_drinking,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,municipal_drinking,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,municipal_drinking,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,municipal_drinking,Total Variable Operating Costs,$MM/yr,3.115131867
Carlsbad,Baseline,municipal_drinking,Employee Salaries,$MM/yr,0.004843488
Carlsbad,Baseline,municipal_drinking,Benefits,$MM/yr,0.004359139
Carlsbad,Baseline,municipal_drinking,Maintenance,$MM/yr,0.035069211
Carlsbad,Baseline,municipal_drinking,Laboratory,$MM/yr,0.011689737
Carlsbad,Baseline,municipal_drinking,Insurance and Taxes,$MM/yr,0.008182816
Carlsbad,Baseline,municipal_drinking,Total Fixed Operating Costs,$MM/yr,0.064144392
Carlsbad,Baseline,municipal_drinking,Capacity_Basis_for_Fixed_Capital_Cost,,15772.5491
Carlsbad,Baseline,municipal_drinking,Base_Fixed_Capital_Cost,$MM,7.381985478
Carlsbad,Baseline,municipal_drinking,Capital_Scaling_Exponent,,0.8657
Carlsbad,Baseline,municipal_drinking,Base_Employee_Salary_Cost,$MM/yr,0.007381985
Carlsbad,Baseline,municipal_drinking,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,municipal_drinking,Basis_Year,,2020
Carlsbad,Baseline,municipal_drinking,Capital_and_Replacement_Parts,,1
Carlsbad,Baseline,municipal_drinking,Catalysts_and_Chemicals,,1
Carlsbad,Baseline,municipal_drinking,Labor_and_Other_Fixed_Costs,,1
Carlsbad,Baseline,municipal_drinking,Consumer_Price_Index,,1
Carlsbad,Baseline,municipal_drinking,Grid_Electricity,kWh,0.3072
Carlsbad,Baseline,municipal_drinking,Inlet Water,m3/hr,8639
Carlsbad,Baseline,municipal_drinking,Outlet Water,m3/hr,8639
Carlsbad,Baseline,backwash_solids_handling,Fixed Capital Investment (FCI),$MM,14.72287486
Carlsbad,Baseline,backwash_solids_handling,Land_Cost,$MM,0.022084312
Carlsbad,Baseline,backwash_solids_handling,Working Capital,$MM,0.736143743
Carlsbad,Baseline,backwash_solids_handling,Total Capital Investment (TCI),$MM,15.48110292
Carlsbad,Baseline,backwash_solids_handling,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,backwash_solids_handling,Electricity,$MM/yr,0.245463576
Carlsbad,Baseline,backwash_solids_handling,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,backwash_solids_handling,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,backwash_solids_handling,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,backwash_solids_handling,Total Variable Operating Costs,$MM/yr,0.245463576
Carlsbad,Baseline,backwash_solids_handling,Employee Salaries,$MM/yr,0.014701698
Carlsbad,Baseline,backwash_solids_handling,Benefits,$MM/yr,0.013231528
Carlsbad,Baseline,backwash_solids_handling,Maintenance,$MM/yr,0.117782999
Carlsbad,Baseline,backwash_solids_handling,Laboratory,$MM/yr,0.039261
Carlsbad,Baseline,backwash_solids_handling,Insurance and Taxes,$MM/yr,0.0274827
Carlsbad,Baseline,backwash_solids_handling,Total Fixed Operating Costs,$MM/yr,0.212459924
Carlsbad,Baseline,backwash_solids_handling,Capacity_Basis_for_Fixed_Capital_Cost,,1577254.91
Carlsbad,Baseline,backwash_solids_handling,Base_Fixed_Capital_Cost,$MM,9.7583604
Carlsbad,Baseline,backwash_solids_handling,Capital_Scaling_Exponent,,0.918347912
Carlsbad,Baseline,backwash_solids_handling,Base_Employee_Salary_Cost,$MM/yr,0.00975836
Carlsbad,Baseline,backwash_solids_handling,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,backwash_solids_handling,Basis_Year,,2007
Carlsbad,Baseline,backwash_solids_handling,Capital_and_Replacement_Parts,,1.190128031
Carlsbad,Baseline,backwash_solids_handling,Catalysts_and_Chemicals,,1.44979311
Carlsbad,Baseline,backwash_solids_handling,Labor_and_Other_Fixed_Costs,,1.257370474
Carlsbad,Baseline,backwash_solids_handling,Consumer_Price_Index,,1.258749457
Carlsbad,Baseline,backwash_solids_handling,Grid_Electricity,kWh,0.1024
Carlsbad,Baseline,backwash_solids_handling,Inlet Water,m3/hr,1823
Carlsbad,Baseline,backwash_solids_handling,Outlet Water,m3/hr,1732
Carlsbad,Baseline,surface_discharge,Fixed Capital Investment (FCI),$MM,27.68756789
Carlsbad,Baseline,surface_discharge,Land_Cost,$MM,0.041531352
Carlsbad,Baseline,surface_discharge,Working Capital,$MM,1.384378394
Carlsbad,Baseline,surface_discharge,Total Capital Investment (TCI),$MM,29.11347764
Carlsbad,Baseline,surface_discharge,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,surface_discharge,Electricity,$MM/yr,1.04542122
Carlsbad,Baseline,surface_discharge,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,surface_discharge,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,surface_discharge,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,surface_discharge,Total Variable Operating Costs,$MM/yr,1.04542122
Carlsbad,Baseline,surface_discharge,Employee Salaries,$MM/yr,0.028618578
Carlsbad,Baseline,surface_discharge,Benefits,$MM/yr,0.02575672
Carlsbad,Baseline,surface_discharge,Maintenance,$MM/yr,0.221500543
Carlsbad,Baseline,surface_discharge,Laboratory,$MM/yr,0.073833514
Carlsbad,Baseline,surface_discharge,Insurance and Taxes,$MM/yr,0.05168346
Carlsbad,Baseline,surface_discharge,Total Fixed Operating Costs,$MM/yr,0.401392816
Carlsbad,Baseline,surface_discharge,Capacity_Basis_for_Fixed_Capital_Cost,,10416.66667
Carlsbad,Baseline,surface_discharge,Base_Fixed_Capital_Cost,$MM,35
Carlsbad,Baseline,surface_discharge,Capital_Scaling_Exponent,,0.8725
Carlsbad,Baseline,surface_discharge,Base_Employee_Salary_Cost,$MM/yr,0.035
Carlsbad,Baseline,surface_discharge,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,surface_discharge,Basis_Year,,2020
Carlsbad,Baseline,surface_discharge,Capital_and_Replacement_Parts,,0.92591044
Carlsbad,Baseline,surface_discharge,Catalysts_and_Chemicals,,0.902221998
Carlsbad,Baseline,surface_discharge,Labor_and_Other_Fixed_Costs,,0.927723299
Carlsbad,Baseline,surface_discharge,Consumer_Price_Index,,0.92306317
Carlsbad,Baseline,surface_discharge,Grid_Electricity,kWh,0.102398663
Carlsbad,Baseline,surface_discharge,Inlet Water,m3/hr,"7,770"
Carlsbad,Baseline,surface_discharge,Outlet Water,m3/hr,"7,770"
Carlsbad,Baseline,landfill,Fixed Capital Investment (FCI),$MM,0.016240841
Carlsbad,Baseline,landfill,Land_Cost,$MM,2.44E-05
Carlsbad,Baseline,landfill,Working Capital,$MM,0.000812042
Carlsbad,Baseline,landfill,Total Capital Investment (TCI),$MM,0.017077244
Carlsbad,Baseline,landfill,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,landfill,Electricity,$MM/yr,0
Carlsbad,Baseline,landfill,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,landfill,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,landfill,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,landfill,Total Variable Operating Costs,$MM/yr,0
Carlsbad,Baseline,landfill,Employee Salaries,$MM/yr,1.63E-05
Carlsbad,Baseline,landfill,Benefits,$MM/yr,1.46E-05
Carlsbad,Baseline,landfill,Maintenance,$MM/yr,0.000129927
Carlsbad,Baseline,landfill,Laboratory,$MM/yr,4.33E-05
Carlsbad,Baseline,landfill,Insurance and Taxes,$MM/yr,3.03E-05
Carlsbad,Baseline,landfill,Total Fixed Operating Costs,$MM/yr,0.00023447
Carlsbad,Baseline,landfill,Capacity_Basis_for_Fixed_Capital_Cost,,100000
Carlsbad,Baseline,landfill,Base_Fixed_Capital_Cost,$MM,1
Carlsbad,Baseline,landfill,Capital_Scaling_Exponent,,0.7
Carlsbad,Baseline,landfill,Base_Employee_Salary_Cost,$MM/yr,0.001
Carlsbad,Baseline,landfill,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,landfill,Basis_Year,,2020
Carlsbad,Baseline,landfill,Capital_and_Replacement_Parts,,0.92591044
Carlsbad,Baseline,landfill,Catalysts_and_Chemicals,,0.902221998
Carlsbad,Baseline,landfill,Labor_and_Other_Fixed_Costs,,0.927723299
Carlsbad,Baseline,landfill,Consumer_Price_Index,,0.92306317
Carlsbad,Baseline,landfill,Grid_Electricity,kWh,0
Carlsbad,Baseline,landfill,Inlet Water,m3/hr,91
Carlsbad,Baseline,landfill,Outlet Water,m3/hr,0